bioguideid,congress,introducedDate,actionDate,actionText,billnumber,policyArea,title,billtype,url
D000597,110,2007-06-05,2007-06-11,"Referred to the Subcommittee on Fisheries, Wildlife, and Oceans.",2565,Public Lands and Natural Resources,Working Waterfront Preservation Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/2565?format=json
D000597,110,2007-01-05,2007-02-02,Referred to the Subcommittee on Environment and Hazardous Materials.,274,Environmental Protection,Solid Waste Interstate Transportation Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/274?format=json
D000597,110,2007-01-04,2007-01-05,Referred to the Subcommittee on Water Resources and Environment.,110,Environmental Protection,Rural America Protection Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/110?format=json
D000597,110,2007-01-04,2007-07-12,Subcommittee Hearings Held.,105,Public Lands and Natural Resources,Northern Neck National Heritage Area Study Act,HR,https://api.congress.gov/v3/bill/110/hr/105?format=json
D000597,110,2007-01-04,2007-02-02,Referred to the Subcommittee on Environment and Hazardous Materials.,70,Environmental Protection,State Waste Empowerment and Enforcement Provision Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/70?format=json
D000597,108,2004-06-22,2004-06-23,Referred to the Subcommittee on Water Resources and Environment.,4638,Environmental Protection,Rural America Protection Act of 2004,HR,https://api.congress.gov/v3/bill/108/hr/4638?format=json
D000597,108,2003-06-24,2003-07-01,Referred to the Subcommittee on Environment and Hazardous Materials.,2581,Environmental Protection,Safe Waste Disposal Act,HR,https://api.congress.gov/v3/bill/108/hr/2581?format=json
D000597,108,2003-03-06,2003-03-17,Referred to the Subcommittee on Environment and Hazardous Materials.,1123,Environmental Protection,State Waste Empowerment and Enforcement Provision Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/1123?format=json
D000597,108,2003-02-05,2003-02-12,Executive Comment Requested from Interior.,567,Public Lands and Natural Resources,Northern Neck National Heritage Area Study Act,HR,https://api.congress.gov/v3/bill/108/hr/567?format=json
D000597,107,2002-10-08,2002-10-15,"Referred to the Subcommittee on Fisheries Conservation, Wildlife and Oceans.",5571,Public Lands and Natural Resources,To clarify the boundaries of the Plum Island Unit of the Coastal Barrier Resources System.,HR,https://api.congress.gov/v3/bill/107/hr/5571?format=json
D000597,107,2002-07-26,2002-08-09,"Referred to the Subcommittee on National Parks, Recreation and Public Lands.",5240,Public Lands and Natural Resources,Northern Neck National Heritage Area Study Act,HR,https://api.congress.gov/v3/bill/107/hr/5240?format=json
D000597,107,2002-07-18,2002-07-29,Referred to the Subcommittee on Environment and Hazardous Materials.,5159,Environmental Protection,State Waste Empowerment and Enforcement Provision Act of 2002,HR,https://api.congress.gov/v3/bill/107/hr/5159?format=json
D000597,107,2001-12-11,2002-12-17,Became Public Law No: 107-354.,3449,Public Lands and Natural Resources,"To revise the boundaries of the George Washington Birthplace National Monument, and for other purposes.",HR,https://api.congress.gov/v3/bill/107/hr/3449?format=json
D000597,107,2001-08-02,2001-08-03,Referred to the Subcommittee on Water Resources and Environment.,2719,Environmental Protection,Rural America Protection Act of 2001,HR,https://api.congress.gov/v3/bill/107/hr/2719?format=json
D000597,107,2001-10-11,2002-04-30,Motion to reconsider laid on the table Agreed to without objection.,261,Public Lands and Natural Resources,"Recognizing the historical significance of the Aquia sandstone quarries of Government Island in Stafford County, Virginia, for their contributions to the construction of the Capital of the United States.",HRES,https://api.congress.gov/v3/bill/107/hres/261?format=json
N000181,117,2021-07-09,2022-01-13,"ASSUMING FIRST SPONSORSHIP - Mr. Calvert asked unanimous consent that he may hereafter be considered as the first sponsor of H.R. 4394, a bill originally introduced by Representative Nunes, for the purpose of adding cosponsors and requesting reprintings pursuant to clause 7 of rule XII. Agreed to without objection.",4394,Energy,Clean Energy Protection Act,HR,https://api.congress.gov/v3/bill/117/hr/4394?format=json
N000181,113,2013-05-23,2013-06-06,Subcommittee Hearings Held.,2192,Public Lands and Natural Resources,National Monument Designation Transparency and Accountability Act,HR,https://api.congress.gov/v3/bill/113/hr/2192?format=json
N000181,112,2012-04-26,2012-06-05,Became Public Law No: 112-128.,4849,Public Lands and Natural Resources,Sequoia and King Canyon National Parks Backcountry Access Act,HR,https://api.congress.gov/v3/bill/112/hr/4849?format=json
N000181,112,2011-05-11,2012-03-05,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 332.,1837,Water Resources Development,Sacramento-San Joaquin Valley Water Reliability Act,HR,https://api.congress.gov/v3/bill/112/hr/1837?format=json
N000181,112,2011-04-07,2011-05-02,"Referred to the Subcommittee on Insurance, Housing and Community Opportunity.",1430,Housing and Community Development,Flood Insurance Choice Act,HR,https://api.congress.gov/v3/bill/112/hr/1430?format=json
N000181,112,2011-03-03,2011-06-03,Subcommittee Hearings Held.,909,Energy,Roadmap for America's Energy Future,HR,https://api.congress.gov/v3/bill/112/hr/909?format=json
N000181,112,2011-02-17,2011-09-13,Subcommittee Hearings Held.,758,Public Lands and Natural Resources,National Monument Designation Transparency and Accountability Act,HR,https://api.congress.gov/v3/bill/112/hr/758?format=json
N000181,112,2011-02-17,2011-02-18,Referred to the Subcommittee on Highways and Transit.,761,Transportation and Public Works,San Joaquin Valley Transportation Enhancement Act of 2011,HR,https://api.congress.gov/v3/bill/112/hr/761?format=json
N000181,112,2011-02-17,2011-02-17,Referred to the House Committee on Agriculture.,760,Agriculture and Food,San Joaquin Valley USDA Rural Definition Inclusion Act,HR,https://api.congress.gov/v3/bill/112/hr/760?format=json
N000181,112,2011-02-17,2011-03-09,"Referred to the Subcommittee on Conservation, Energy, and Forestry.",759,Public Lands and Natural Resources,Federal Lands Counterdrug Strategy Act,HR,https://api.congress.gov/v3/bill/112/hr/759?format=json
N000181,116,2019-01-08,2019-02-05,"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",340,Public Lands and Natural Resources,Tulare Youth Recreation and Women’s History Enhancement Act,HR,https://api.congress.gov/v3/bill/116/hr/340?format=json
N000181,115,2017-02-01,2018-06-26,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,805,Public Lands and Natural Resources,Tulare Youth Recreation and Women's History Enhancement Act,HR,https://api.congress.gov/v3/bill/115/hr/805?format=json
N000181,114,2016-07-01,2016-07-07,Referred to the Subcommittee on Federal Lands.,5616,Public Lands and Natural Resources,Tulare Youth Recreation and Women's History Enhancement Act,HR,https://api.congress.gov/v3/bill/114/hr/5616?format=json
N000181,114,2016-06-15,2016-06-17,Referred to the Subcommittee on Energy and Mineral Resources.,788,Energy,Expressing the sense of the House of Representatives that Arctic lease sales which are already included in the Draft Proposed Plan must stay in the proposed 2017-2022 Outer Continental Shelf Oil & Gas Leasing Program.,HRES,https://api.congress.gov/v3/bill/114/hres/788?format=json
N000181,114,2015-07-29,2015-08-31,Referred to the Subcommittee on Federal Lands.,3389,Public Lands and Natural Resources,National Monument Designation Transparency Act,HR,https://api.congress.gov/v3/bill/114/hr/3389?format=json
N000181,109,2006-09-29,2006-10-16,Referred to the Subcommittee on Livestock and Horticulture .,6295,Agriculture and Food,To amend the Agricultural Adjustment Act to add clementines to the list of fruits and vegetables subject to minimum quality import requirements issued by the Secretary of Agriculture.,HR,https://api.congress.gov/v3/bill/109/hr/6295?format=json
N000181,109,2006-07-26,2006-12-05,Referred to the Subcommittee on Energy.,5890,Energy,American-Made Energy Freedom Act of 2006,HR,https://api.congress.gov/v3/bill/109/hr/5890?format=json
N000181,109,2006-07-11,2006-07-27,Subcommittee Hearings Held.,5760,Public Lands and Natural Resources,Giant Sequoia National Monument Transition Act of 2006,HR,https://api.congress.gov/v3/bill/109/hr/5760?format=json
N000181,109,2005-10-07,2005-10-17,"Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry.",4015,Agriculture and Food,Milk Regulatory Equity Act of 2005,HR,https://api.congress.gov/v3/bill/109/hr/4015?format=json
N000181,109,2005-09-07,2005-09-27,Referred to the Subcommittee on Water and Power.,3691,Water Resources Development,Central Valley Project Reform Act of 2005,HR,https://api.congress.gov/v3/bill/109/hr/3691?format=json
N000181,109,2005-01-04,2005-01-05,"Referred to the Subcommittee on Highways, Transit and Pipelines.",99,Transportation and Public Works,To designate California State Route 99 as a high priority corridor on the National Highway System and a future route on the Interstate System.,HR,https://api.congress.gov/v3/bill/109/hr/99?format=json
N000181,111,2010-07-28,2010-09-16,Referred to the Subcommittee on Strategic Forces.,5899,Energy,Roadmap for America's Energy Future,HR,https://api.congress.gov/v3/bill/111/hr/5899?format=json
N000181,111,2010-06-30,2010-11-16,"Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry.",5645,Public Lands and Natural Resources,Federal Lands Counterdrug Strategy and Enforcement Enhancement Act,HR,https://api.congress.gov/v3/bill/111/hr/5645?format=json
N000181,111,2010-06-23,2010-06-24,"Referred to the Subcommittee on National Parks, Forests and Public Lands.",5580,Public Lands and Natural Resources,National Monument Designation Transparency and Accountability Act of 2010,HR,https://api.congress.gov/v3/bill/111/hr/5580?format=json
N000181,111,2009-06-26,2009-12-02,"Motion to Discharge Committee filed by Mr. Nunes. Petition No: 111-8. (<a href=""http://clerk.house.gov/111/lrc/pd/Petitions/Dis8.htm"">Discharge petition</a> text with signatures.)",3105,Water Resources Development,Turn on the Pumps Act,HR,https://api.congress.gov/v3/bill/111/hr/3105?format=json
N000181,111,2009-04-02,2010-03-02,Placed on Senate Legislative Calendar under General Orders. Calendar No. 303.,1945,Water Resources Development,Tule River Tribe Water Development Act,HR,https://api.congress.gov/v3/bill/111/hr/1945?format=json
N000181,111,2009-02-11,2009-02-11,Referred to House Judiciary,996,Public Lands and Natural Resources,"To temporarily exempt certain public and private development projects from any requirement for a review, statement, or analysis under the National Environmental Policy Act of 1969 (42 U.S.C. 4321 et seq.), and for other purposes.",HR,https://api.congress.gov/v3/bill/111/hr/996?format=json
N000181,110,2007-10-04,2007-10-11,Referred to the Subcommittee on Water and Power.,3768,Water Resources Development,San Joaquin River Settlement Water Management Goal Implementation Act,HR,https://api.congress.gov/v3/bill/110/hr/3768?format=json
N000181,110,2007-08-01,2007-08-01,Referred to the Subcommittee on Energy and Air Quality.,3300,Energy,Coal-to-Liquid Fuel Marketing Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/3300?format=json
N000181,110,2007-03-27,2007-05-04,"Referred to the Subcommittee on Specialty Crops, Rural Development, and Foreign Agriculture.",1706,Agriculture and Food,United States Specialty Crop Export Opportunities Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/1706?format=json
N000181,110,2007-02-08,2007-03-02,"Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry.",925,Agriculture and Food,Emergency Farm Assistance Act of 2007,HR,https://api.congress.gov/v3/bill/110/hr/925?format=json
N000181,108,2004-07-12,2004-10-05,Received in the Senate.,4817,Public Lands and Natural Resources,"To facilitate the resolution of a minor boundary encroachment on lands of the Union Pacific Railroad Company in Tipton, California, which were originally conveyed by the United States as part of the right-of-way granted for the construction of transcontinental railroads.",HR,https://api.congress.gov/v3/bill/108/hr/4817?format=json
N000181,108,2004-06-15,2004-06-15,Referred to the House Committee on Government Reform.,4581,Public Lands and Natural Resources,"To provide for the conveyance of the former Department of Agriculture Agricultural Research Service laboratory in Fresno, California, to the City of Fresno.",HR,https://api.congress.gov/v3/bill/108/hr/4581?format=json
N000181,108,2004-06-03,2004-09-08,"Placed on the Union Calendar, Calendar No. 409.",4508,Public Lands and Natural Resources,To amend the National Parks and Recreation Act of 1978 to require the Secretary to permit continued use and occupancy of certain privately owned cabins in the Mineral King Valley in the Sequoia National Park.,HR,https://api.congress.gov/v3/bill/108/hr/4508?format=json
N000181,108,2004-04-27,2004-07-08,Executive Comment Requested from USDA.,4223,Agriculture and Food,"To require the Commodity Credit Corporation to support the development of a domestic casein and milk protein concentrate industry, and for other purposes.",HR,https://api.congress.gov/v3/bill/108/hr/4223?format=json
N000181,108,2004-03-25,2004-03-26,"Referred to the Subcommittee on Highways, Transit and Pipelines.",4044,Transportation and Public Works,To amend the Intermodal Surface Transportation Efficiency Act of 1991 to designate California State Route 99 as a high priority corridor on the National Highway System.,HR,https://api.congress.gov/v3/bill/108/hr/4044?format=json
N000181,108,2004-03-10,2004-07-20,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.,3932,Public Lands and Natural Resources,"To amend Public Law 99-338 to authorize the continued use of certain lands within the Sequoia National Park by portions of an existing hydroelectric project, and for other purposes.",HR,https://api.congress.gov/v3/bill/108/hr/3932?format=json
N000181,108,2003-04-08,2003-04-11,Executive Comment Requested from USDA.,1659,Agriculture and Food,Milk Regulatory Equity Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/1659?format=json
N000181,108,2003-04-07,2003-04-24,Executive Comment Requested from USDA.,1650,Agriculture and Food,Milk Regulatory Equity Act of 2003,HR,https://api.congress.gov/v3/bill/108/hr/1650?format=json
N000181,108,2003-01-08,2003-02-12,Executive Comment Requested from Interior.,309,Water Resources Development,San Joaquin River Restoration Act,HR,https://api.congress.gov/v3/bill/108/hr/309?format=json
K000381,118,2024-06-28,2024-07-01,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",8894,"Science, Technology, Communications","To improve the distribution of tsunami alerts to the public, and for other purposes.",HR,https://api.congress.gov/v3/bill/118/hr/8894?format=json
K000381,118,2024-03-29,2024-03-29,Referred to the House Committee on Transportation and Infrastructure.,7838,Transportation and Public Works,Coast Guard Housing Affordability and Availability Improvement Act,HR,https://api.congress.gov/v3/bill/118/hr/7838?format=json
K000381,118,2024-03-19,2024-03-19,"Referred to the House Committee on Science, Space, and Technology.",7722,Energy,Blue Ocean Energy Innovation Act of 2024,HR,https://api.congress.gov/v3/bill/118/hr/7722?format=json
K000381,118,2023-06-23,2023-06-23,Referred to the House Committee on Financial Services.,4335,Housing and Community Development,VA Loan Informed Disclosure Act of 2023,HR,https://api.congress.gov/v3/bill/118/hr/4335?format=json
K000381,118,2023-05-18,2024-08-30,"Placed on the Union Calendar, Calendar No. 542.",3507,Housing and Community Development,Yes In My Backyard Act,HR,https://api.congress.gov/v3/bill/118/hr/3507?format=json
K000381,118,2023-05-02,2023-05-03,Referred to the Subcommittee on Aviation.,3059,Transportation and Public Works,Resilient Airports Act,HR,https://api.congress.gov/v3/bill/118/hr/3059?format=json
K000381,118,2023-04-20,2023-05-08,Referred to the Subcommittee on Federal Lands.,2765,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act,HR,https://api.congress.gov/v3/bill/118/hr/2765?format=json
K000381,117,2022-07-29,2022-07-29,Referred to the House Committee on Financial Services.,8616,Housing and Community Development,VALID Act of 2022,HR,https://api.congress.gov/v3/bill/117/hr/8616?format=json
K000381,117,2022-02-09,2022-02-09,"Referred to the House Committee on Science, Space, and Technology.",6680,Energy,Blue Energy Innovation Act of 2022,HR,https://api.congress.gov/v3/bill/117/hr/6680?format=json
K000381,117,2021-11-19,2021-11-19,Referred to the Subcommittee on Environment.,6061,Environmental Protection,Ocean Acidification Innovation Act of 2021,HR,https://api.congress.gov/v3/bill/117/hr/6061?format=json
K000381,117,2021-08-03,2021-08-04,"Referred to the Subcommittee on Oversight, Management, and Accountability.",4910,"Science, Technology, Communications",State Cyber Resiliency Act,HR,https://api.congress.gov/v3/bill/117/hr/4910?format=json
K000381,117,2021-05-13,2021-05-13,Referred to the House Committee on Financial Services.,3198,Housing and Community Development,Yes In My Backyard Act,HR,https://api.congress.gov/v3/bill/117/hr/3198?format=json
K000381,117,2021-02-18,2021-06-16,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,1144,Environmental Protection,PUGET SOS Act,HR,https://api.congress.gov/v3/bill/117/hr/1144?format=json
K000381,117,2021-02-11,2021-03-15,"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",999,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act,HR,https://api.congress.gov/v3/bill/117/hr/999?format=json
K000381,116,2020-03-11,2020-03-12,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",6207,Emergency Management,Coronavirus Worker Relief Act,HR,https://api.congress.gov/v3/bill/116/hr/6207?format=json
K000381,116,2019-06-28,2019-07-01,Referred to the Subcommittee on Consumer Protection and Commerce.,3600,"Science, Technology, Communications",Deepfakes Report Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/3600?format=json
K000381,116,2019-05-09,2020-02-04,"Placed on the Union Calendar, Calendar No. 311.",2642,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act,HR,https://api.congress.gov/v3/bill/116/hr/2642?format=json
K000381,116,2019-04-08,2019-04-29,"Referred to the Subcommittee on Cybersecurity, Infrastructure Protection, and Innovation.",2130,"Science, Technology, Communications",State Cyber Resiliency Act,HR,https://api.congress.gov/v3/bill/116/hr/2130?format=json
K000381,116,2019-03-27,2019-06-10,"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",1921,Environmental Protection,Ocean Acidification Innovation Act of 2019,HR,https://api.congress.gov/v3/bill/116/hr/1921?format=json
K000381,113,2014-07-09,2014-07-14,Referred to the Subcommittee on Public Lands and Environmental Regulation.,5038,Public Lands and Natural Resources,Maritime Washington National Heritage Area Act,HR,https://api.congress.gov/v3/bill/113/hr/5038?format=json
K000381,113,2014-05-28,2014-09-26,Became Public Law No: 113-171.,4751,Public Lands and Natural Resources,"To make technical corrections to Public Law 110-229 to reflect the renaming of the Bainbridge Island Japanese American Exclusion Memorial, and for other purposes.",HR,https://api.congress.gov/v3/bill/113/hr/4751?format=json
K000381,113,2014-05-22,2014-07-15,Referred to the Subcommittee on Environment.,4732,"Science, Technology, Communications",Ocean Acidification Innovation Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/4732?format=json
K000381,113,2014-01-17,2014-01-27,Referred to the Subcommittee on Public Lands and Environmental Regulation.,3922,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/3922?format=json
K000381,113,2014-01-16,2014-03-05,Referred to the Subcommittee on Research and Technology.,3918,"Science, Technology, Communications",Regional Innovation and Entrepreneurship Enhancement Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/3918?format=json
K000381,113,2014-01-16,2014-01-24,Referred to the Subcommittee on Public Lands and Environmental Regulation.,3917,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/3917?format=json
K000381,113,2014-01-16,2014-01-16,Referred to the House Committee on Energy and Commerce.,3916,"Science, Technology, Communications",Promoting Rural Broadband Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/3916?format=json
K000381,113,2013-10-30,2013-10-30,Referred to the House Committee on Financial Services.,3418,Housing and Community Development,Housing Native Heroes Act of 2013,HR,https://api.congress.gov/v3/bill/113/hr/3418?format=json
K000381,116,2019-02-05,2019-02-22,"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",975,Public Lands and Natural Resources,Maritime Washington National Heritage Area Act,HR,https://api.congress.gov/v3/bill/116/hr/975?format=json
K000381,115,2017-06-12,2018-05-22,Referred to the Subcommittee on Environment.,2882,"Science, Technology, Communications",Ocean Acidification Innovation Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/2882?format=json
K000381,115,2017-03-13,2017-03-20,Referred to the Subcommittee on Federal Lands.,1518,Public Lands and Natural Resources,Maritime Washington National Heritage Area Act,HR,https://api.congress.gov/v3/bill/115/hr/1518?format=json
K000381,115,2017-03-02,2017-03-22,"Referred to the Subcommittee on Emergency Preparedness, Response and Communications.",1344,"Science, Technology, Communications",State Cyber Resiliency Act,HR,https://api.congress.gov/v3/bill/115/hr/1344?format=json
K000381,115,2017-03-01,2017-03-13,Referred to the Subcommittee on Federal Lands.,1285,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/1285?format=json
K000381,115,2017-02-16,2017-12-21,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.,1159,"Science, Technology, Communications",United States and Israel Space Cooperation Act,HR,https://api.congress.gov/v3/bill/115/hr/1159?format=json
K000381,114,2016-09-09,2016-09-30,Referred to the Subcommittee on Space.,5989,"Science, Technology, Communications",United States and Israel Space Cooperation Act,HR,https://api.congress.gov/v3/bill/114/hr/5989?format=json
K000381,114,2016-02-29,2016-03-01,Referred to the Subcommittee on Water Resources and Environment.,4648,Environmental Protection,Green Stormwater Infrastructure Investment Act,HR,https://api.congress.gov/v3/bill/114/hr/4648?format=json
K000381,114,2015-12-11,2015-12-14,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",4243,Emergency Management,Individual Assistance Improvement Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/4243?format=json
K000381,114,2015-06-18,2015-07-14,Referred to the Subcommittee on Federal Lands.,2833,Public Lands and Natural Resources,Maritime Washington National Heritage Area Act,HR,https://api.congress.gov/v3/bill/114/hr/2833?format=json
K000381,114,2015-06-10,2015-11-04,Subcommittee Hearings Held.,2719,Public Lands and Natural Resources,Tribal Coastal Resiliency Act,HR,https://api.congress.gov/v3/bill/114/hr/2719?format=json
K000381,114,2015-06-04,2015-06-16,Referred to the Subcommittee on Federal Lands.,2665,Public Lands and Natural Resources,Wild Olympics Wilderness and Wild and Scenic Rivers Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/2665?format=json
K000381,114,2015-04-22,2015-08-18,Referred to the Subcommittee on Environment.,1967,"Science, Technology, Communications",Ocean Acidification Innovation Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/1967?format=json
D000606,110,2007-05-01,2007-06-25,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",2086,Emergency Management,To enhance the integrity of the United States against the threat of terrorism.,HR,https://api.congress.gov/v3/bill/110/hr/2086?format=json
B001263,111,2009-06-26,2009-07-07,Referred to the Subcommittee on Technology and Innovation.,3083,"Science, Technology, Communications",IMPACT Act of 2009,HR,https://api.congress.gov/v3/bill/111/hr/3083?format=json
B001263,111,2009-05-21,2010-05-20,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",2546,Housing and Community Development,Blue Star/Gold Star Flag Act of 2010,HR,https://api.congress.gov/v3/bill/111/hr/2546?format=json
M001137,113,2014-12-11,2014-12-12,Referred to the Subcommittee on Aviation.,5876,Transportation and Public Works,Responsible Skies Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/5876?format=json
M001137,113,2014-12-01,2014-12-02,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",5770,Emergency Management,Disaster Assistance Recoupment Fairness Act of 2014,HR,https://api.congress.gov/v3/bill/113/hr/5770?format=json
M001137,115,2018-06-15,2018-06-18,Referred to the Subcommittee on Water Resources and Environment.,6125,Transportation and Public Works,"To rename a waterway in the State of New York as the ""Joseph Sanford Jr. Channel"".",HR,https://api.congress.gov/v3/bill/115/hr/6125?format=json
M001137,115,2017-04-03,2017-04-04,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",1860,Emergency Management,Disaster Assistance Recoupment Fairness Act of 2017,HR,https://api.congress.gov/v3/bill/115/hr/1860?format=json
M001137,114,2015-02-05,2015-02-06,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",797,Emergency Management,Disaster Assistance Recoupment Fairness Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/797?format=json
M001137,114,2015-02-05,2015-02-06,Referred to the Subcommittee on Aviation.,798,Transportation and Public Works,Responsible Skies Act of 2015,HR,https://api.congress.gov/v3/bill/114/hr/798?format=json
M001137,111,2010-06-15,2010-06-15,Referred to the House Committee on Science and Technology.,5534,"Science, Technology, Communications","To authorize the Science, Engineering, Math, and Aerospace Academy Program in the National Aeronautics and Space Administration.",HR,https://api.congress.gov/v3/bill/111/hr/5534?format=json
M001137,110,2008-06-18,2008-06-19,Referred to the Subcommittee on Aviation.,6299,Transportation and Public Works,"To prohibit the Secretary of Transportation or the Administrator of the Federal Aviation Administration from conducting auctions, implementing congestion pricing, limiting airport operations, or charging certain use fees at airports.",HR,https://api.congress.gov/v3/bill/110/hr/6299?format=json
M001137,108,2004-07-22,2004-07-23,Referred to the Subcommittee on Coast Guard and Maritime Transportation.,4975,Public Lands and Natural Resources,Pay Back America Act of 2004,HR,https://api.congress.gov/v3/bill/108/hr/4975?format=json
M001137,108,2004-06-25,2004-08-03,Referred to the Subcommittee on Housing and Community Opportunity.,4737,Housing and Community Development,To provide additional exemptions from the community service requirement for a resident of a public housing project.,HR,https://api.congress.gov/v3/bill/108/hr/4737?format=json
M001137,108,2004-06-25,2004-08-03,Referred to the Subcommittee on Housing and Community Opportunity.,4738,Housing and Community Development,Public Housing Community Service Incentive Act,HR,https://api.congress.gov/v3/bill/108/hr/4738?format=json
M001137,106,2000-06-14,2000-06-14,Referred to the Subcommittee on Housing and Community Opportunity.,4664,Housing and Community Development,Elderly Housing Plus Health Support Demonstration Act,HR,https://api.congress.gov/v3/bill/106/hr/4664?format=json
H001049,113,2014-07-31,2014-07-31,Read twice and referred to the Committee on Energy and Natural Resources.,2744,Public Lands and Natural Resources,Great Smoky Mountains National Park Agreement Act of 2014,S,https://api.congress.gov/v3/bill/113/s/2744?format=json
H001049,113,2014-07-31,2014-07-31,Read twice and referred to the Committee on Environment and Public Works.,2720,Transportation and Public Works,ROAD Act of 2014,S,https://api.congress.gov/v3/bill/113/s/2720?format=json
H001049,113,2014-06-26,2014-06-26,Read twice and referred to the Committee on Environment and Public Works.,2542,Environmental Protection,"A bill to clarify the effect of State statutes of repose on the required commencement date for actions under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980.",S,https://api.congress.gov/v3/bill/113/s/2542?format=json
H001049,113,2014-05-20,2014-07-10,Cloture on the bill not invoked in Senate by Yea-Nay Vote. 41 - 56. Record Vote Number: 220. (consideration: CR S4377-4378; text: CR S4377),2363,Public Lands and Natural Resources,Bipartisan Sportsmen's Act of 2014,S,https://api.congress.gov/v3/bill/113/s/2363?format=json
H001049,113,2014-02-04,2014-02-06,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 304.,1996,Public Lands and Natural Resources,Bipartisan Sportsmen's Act of 2014,S,https://api.congress.gov/v3/bill/113/s/1996?format=json
H001049,113,2013-11-06,2013-11-06,Read twice and referred to the Committee on Environment and Public Works.,1660,Public Lands and Natural Resources,SPORT Act,S,https://api.congress.gov/v3/bill/113/s/1660?format=json
H001049,113,2013-04-24,2013-04-24,Read twice and referred to the Committee on Environment and Public Works.,802,Environmental Protection,Sensible Environmental Protection Act of 2013,S,https://api.congress.gov/v3/bill/113/s/802?format=json
H001049,113,2013-03-12,2013-03-12,Read twice and referred to the Committee on Environment and Public Works.,533,Public Lands and Natural Resources,"A bill to correct the boundaries of the John H. Chafee Coastal Barrier Resources System Unit L06, Topsail, North Carolina.",S,https://api.congress.gov/v3/bill/113/s/533?format=json
H001049,113,2013-05-21,2013-05-21,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S3662),150,"Science, Technology, Communications","A resolution to designate the year 2013 as the ""International Year of Statistics"".",SRES,https://api.congress.gov/v3/bill/113/sres/150?format=json
H001049,112,2012-09-20,2012-09-20,Read twice and referred to the Committee on Environment and Public Works.,3605,Environmental Protection,Restoring Effective Environmental Protection Act of 2012,S,https://api.congress.gov/v3/bill/112/s/3605?format=json
H001049,112,2012-09-20,2012-09-20,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (text of measure as introduced: CR S6549-6552)",3583,Housing and Community Development,Community Parks Revitalization Act,S,https://api.congress.gov/v3/bill/112/s/3583?format=json
