bioguideid,congress,introducedDate,actionDate,actionText,billnumber,policyArea,title,billtype,url
H001041,113,2014-05-20,2014-07-23,Committee on Energy and Natural Resources Senate Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 113-493.,2356,Public Lands and Natural Resources,Mojave National Preserve Boundary Adjustment Act of 2014,S,https://api.congress.gov/v3/bill/113/s/2356?format=json
H001041,113,2014-02-04,2014-02-04,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1989,"Science, Technology, Communications",Federal Communications Commission Process Reform Act of 2014,S,https://api.congress.gov/v3/bill/113/s/1989?format=json
H001041,113,2014-02-03,2014-02-03,Read twice and referred to the Committee on Energy and Natural Resources.,1983,Public Lands and Natural Resources,Fernley Economic Self-Determination Act,S,https://api.congress.gov/v3/bill/113/s/1983?format=json
H001041,113,2013-11-14,2013-11-14,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",1707,Housing and Community Development,Vulnerable Veterans Housing Reform Act,S,https://api.congress.gov/v3/bill/113/s/1707?format=json
H001041,113,2013-11-04,2014-07-30,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 113-433.",1640,Public Lands and Natural Resources,Pinyon-Juniper Related Projects Implementation Act,S,https://api.congress.gov/v3/bill/113/s/1640?format=json
H001041,113,2013-07-25,2013-07-25,Read twice and referred to the Committee on Environment and Public Works.,1363,Environmental Protection,Energy Consumers Relief Act of 2013,S,https://api.congress.gov/v3/bill/113/s/1363?format=json
H001041,113,2013-06-27,2013-06-27,Read twice and referred to the Committee on Energy and Natural Resources.,1263,Public Lands and Natural Resources,Douglas County Conservation Act of 2013,S,https://api.congress.gov/v3/bill/113/s/1263?format=json
H001041,113,2013-06-13,2013-06-13,Read twice and referred to the Committee on Energy and Natural Resources.,1167,Public Lands and Natural Resources,Elko Motocross and Tribal Conveyance Act,S,https://api.congress.gov/v3/bill/113/s/1167?format=json
H001041,113,2013-05-23,2014-07-30,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 113-433.",1049,Public Lands and Natural Resources,"A bill to direct the Secretary of the Interior and Secretary of Agriculture to expedite access to certain Federal lands under the administrative jurisdiction of each Secretary for good Samaritan search-and-recovery missions, and for other purposes.",S,https://api.congress.gov/v3/bill/113/s/1049?format=json
H001041,113,2013-04-17,2013-06-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 122.,757,Public Lands and Natural Resources,Multispecies Habitat Conservation Plan Implementation Act,S,https://api.congress.gov/v3/bill/113/s/757?format=json
H001041,113,2013-03-06,2013-03-06,Read twice and referred to the Committee on Energy and Natural Resources.,473,Public Lands and Natural Resources,A bill to ensure that Federal Register notices submitted to the Bureau of Land Management are reviewed in a timely manner.,S,https://api.congress.gov/v3/bill/113/s/473?format=json
H001041,113,2013-03-06,2013-03-06,Read twice and referred to the Committee on Energy and Natural Resources.,472,Public Lands and Natural Resources,"A bill to prohibit the further extension or establishment of national monuments in the State of Nevada except by express authorization of Congress, and for other purposes.",S,https://api.congress.gov/v3/bill/113/s/472?format=json
H001041,113,2013-01-28,2013-09-10,Placed on Senate Legislative Calendar under General Orders. Calendar No. 172.,159,Public Lands and Natural Resources,Lyon County Economic Development and Conservation Act,S,https://api.congress.gov/v3/bill/113/s/159?format=json
H001041,112,2012-12-20,2012-12-20,Read twice and referred to the Committee on Energy and Natural Resources.,3701,Public Lands and Natural Resources,Lyon County Economic Development and Conservation Act,S,https://api.congress.gov/v3/bill/112/s/3701?format=json
H001041,112,2012-05-15,2012-05-15,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",3177,Housing and Community Development,SOLD Act,S,https://api.congress.gov/v3/bill/112/s/3177?format=json
H001041,112,2012-03-22,2012-03-22,Read twice and referred to the Committee on Energy and Natural Resources.,2228,Public Lands and Natural Resources,Yerington Land Conveyance and Sustainable Development Act,S,https://api.congress.gov/v3/bill/112/s/2228?format=json
H001041,112,2011-11-10,2011-11-10,Read twice and referred to the Committee on Energy and Natural Resources.,1844,Public Lands and Natural Resources,A bill to ensure that Federal Register notices submitted to the Bureau of Land Management are reviewed in a timely manner.,S,https://api.congress.gov/v3/bill/112/s/1844?format=json
H001041,112,2011-11-08,2011-11-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1817,"Science, Technology, Communications",Telecommunications Jobs Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1817?format=json
H001041,112,2011-11-02,2011-11-02,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",1784,"Science, Technology, Communications",Federal Communications Commission Process Reform Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1784?format=json
H001041,112,2011-09-14,2011-09-14,Read twice and referred to the Committee on Energy and Natural Resources.,1554,Public Lands and Natural Resources,"A bill to prohibit the further extension or establishment of national monuments in the State of Nevada except by express authorization of Congress, and for other purposes.",S,https://api.congress.gov/v3/bill/112/s/1554?format=json
H001041,112,2011-08-02,2011-08-02,Read twice and referred to the Committee on Energy and Natural Resources.,1475,Public Lands and Natural Resources,Nellis Dunes National Off-Highway Vehicle Recreation Area Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1475?format=json
H001041,112,2011-08-02,2012-03-22,Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 112-642.,1473,Public Lands and Natural Resources,Mesquite Land Conveyances Act of 2011,S,https://api.congress.gov/v3/bill/112/s/1473?format=json
H001041,112,2011-04-06,2011-04-11,"Referred to the Subcommittee on National Parks, Forests and Public Lands.",1400,Public Lands and Natural Resources,"To validate final patent number 27-2005-0081, and for other purposes.",HR,https://api.congress.gov/v3/bill/112/hr/1400?format=json
H001041,112,2011-03-01,2011-03-04,Referred to the Subcommittee on Energy and Mineral Resources.,856,Public Lands and Natural Resources,Sloan Hills Withdrawal Act,HR,https://api.congress.gov/v3/bill/112/hr/856?format=json
H001041,115,2017-02-16,2018-12-04,Placed on Senate Legislative Calendar under General Orders. Calendar No. 708.,414,Public Lands and Natural Resources,Pershing County Economic Development and Conservation Act,S,https://api.congress.gov/v3/bill/115/s/414?format=json
H001041,115,2018-08-28,2018-08-28,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",3395,"Science, Technology, Communications",Supporting Veterans in STEM Careers Act,S,https://api.congress.gov/v3/bill/115/s/3395?format=json
H001041,115,2018-02-08,2018-02-08,Read twice and referred to the Committee on Energy and Natural Resources.,2414,Public Lands and Natural Resources,Elko National Cemetery Act,S,https://api.congress.gov/v3/bill/115/s/2414?format=json
H001041,115,2017-11-16,2017-11-16,Read twice and referred to the Committee on Environment and Public Works.,2153,Transportation and Public Works,Truck Technology Parity Act,S,https://api.congress.gov/v3/bill/115/s/2153?format=json
H001041,115,2018-05-21,2018-05-21,Referred to the Committee on the Judiciary. (text of measure as introduced: CR S2797),518,"Science, Technology, Communications","A resolution reaffirming support for increased media diversity, recognizing May 2018 as ""National Media Diversity Month"", and encouraging appreciation, awareness, and support for independent, diverse, and local media entities.",SRES,https://api.congress.gov/v3/bill/115/sres/518?format=json
H001041,115,2017-08-03,2017-08-03,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",1752,Public Lands and Natural Resources,Emergency Fuel Reduction Act of 2017,S,https://api.congress.gov/v3/bill/115/s/1752?format=json
H001041,115,2017-05-18,2018-04-11,Placed on Senate Legislative Calendar under General Orders. Calendar No. 373.,1181,Public Lands and Natural Resources,Good Samaritan Search and Recovery Act,S,https://api.congress.gov/v3/bill/115/s/1181?format=json
H001041,115,2017-08-03,2017-08-03,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",1753,Housing and Community Development,SAFE Transitional License Act,S,https://api.congress.gov/v3/bill/115/s/1753?format=json
H001041,114,2016-06-28,2016-09-22,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 114-509.,3102,Public Lands and Natural Resources,Pershing County Economic Development and Conservation Act,S,https://api.congress.gov/v3/bill/114/s/3102?format=json
H001041,115,2017-01-04,2017-01-04,Read twice and referred to the Committee on Energy and Natural Resources.,22,Public Lands and Natural Resources,Nevada Land Sovereignty Act,S,https://api.congress.gov/v3/bill/115/s/22?format=json
H001041,115,2017-02-02,2017-02-02,Read twice and referred to the Committee on Energy and Natural Resources.,282,Public Lands and Natural Resources,Public Land Renewable Energy Development Act,S,https://api.congress.gov/v3/bill/115/s/282?format=json
H001041,114,2015-01-13,2015-05-21,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 114-380.",160,Public Lands and Natural Resources,Good Samaritan Search and Recovery Act,S,https://api.congress.gov/v3/bill/114/s/160?format=json
H001041,114,2015-02-12,2015-05-21,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 114-380.",472,Public Lands and Natural Resources,Douglas County Conservation Act of 2015,S,https://api.congress.gov/v3/bill/114/s/472?format=json
H001041,115,2017-01-12,2017-01-12,Read twice and referred to the Committee on Energy and Natural Resources.,145,Public Lands and Natural Resources,National Strategic and Critical Minerals Production Act,S,https://api.congress.gov/v3/bill/115/s/145?format=json
H001041,115,2017-01-11,2017-01-11,Read twice and referred to the Committee on Environment and Public Works.,95,Energy,Nuclear Waste Informed Consent Act,S,https://api.congress.gov/v3/bill/115/s/95?format=json
H001041,114,2015-04-22,2016-09-22,Placed on Senate Legislative Calendar under General Orders. Calendar No. 642.,1040,Transportation and Public Works,ROV In-Depth Examination Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1040?format=json
H001041,115,2017-01-05,2017-01-05,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",42,"Science, Technology, Communications","Inspiring the Next Space Pioneers, Innovators, Researchers, and Explorers (INSPIRE) Women Act",S,https://api.congress.gov/v3/bill/115/s/42?format=json
H001041,114,2015-02-10,2016-12-20,"By Senator Thune from Committee on Commerce, Science, and Transportation filed written report under authority of the order of the Senate of 12/10/2016. Report No. 114-425. Minority views filed.",421,"Science, Technology, Communications",Federal Communications Commission Process Reform Act of 2015,S,https://api.congress.gov/v3/bill/114/s/421?format=json
H001041,114,2015-07-09,2016-05-18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 470.,1724,Environmental Protection,Lake Tahoe Restoration Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1724?format=json
H001041,114,2015-04-15,2015-04-15,Read twice and referred to the Committee on Energy and Natural Resources.,953,Public Lands and Natural Resources,Eastern Nevada Land Implementation Improvement Act,S,https://api.congress.gov/v3/bill/114/s/953?format=json
H001041,114,2015-01-22,2015-01-22,Read twice and referred to the Committee on Energy and Natural Resources.,232,Public Lands and Natural Resources,Nevada Land Sovereignty Act of 2015,S,https://api.congress.gov/v3/bill/114/s/232?format=json
H001041,114,2015-02-25,2015-05-19,Committee on Energy and Natural Resources. Hearings held.,562,Energy,Geothermal Exploration Opportunities Act of 2015,S,https://api.congress.gov/v3/bill/114/s/562?format=json
H001041,114,2015-05-20,2015-06-09,Committee on Energy and Natural Resources. Hearings held.,1407,Public Lands and Natural Resources,Public Land Renewable Energy Development Act of 2015,S,https://api.congress.gov/v3/bill/114/s/1407?format=json
H001041,114,2015-05-13,2015-05-13,Read twice and referred to the Committee on Energy and Natural Resources.,1319,Public Lands and Natural Resources,"A bill to validate final patent number 27-2005-0081, and for other purposes.",S,https://api.congress.gov/v3/bill/114/s/1319?format=json
